Geneid	Length	MA	FA	brain	larvae	pupae	MW	FW	control_1_rep1	control_1_rep2	control_2_rep1	control_2_rep2	control_3_rep1	control_3_rep2	gland_1_rep1	gland_1_rep2	gland_2_rep1	gland_2_rep2	gland_3_rep1	gland_3_rep2
Dcor_evm.model.WTDall_ctg2646.1	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg267.1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2676.1	1027	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Dcor_evm.model.WTDall_ctg2676.2	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2676.3	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2687.5	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2687.1	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2687.2	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2687.3	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2687.4	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2704.1	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2719.1	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg276.2	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg276.3	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg276.1	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2760.1	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2760.2	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2760.3	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2792.1	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg282.1	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2824.1	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2824.2	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2834.1	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2839.1	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2839.2	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2850.1	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2853.1	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2878.2	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2878.1	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg288.1	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2920.1	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2944.1	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg2983.1	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3011.1	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3019.1	176	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
Dcor_evm.model.WTDall_ctg3024.1	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3027.1	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg305.2	286	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg305.1	1173	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3057.1	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3057.2	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3080.1	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3080.2	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3115.1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3194.1	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3215.1	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3222.1	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3222.2	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3222.3	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3222.4	1926	0	0	0	0	0	0	0	36	17	54	85	40	66	97	100	37	17	82	489
Dcor_evm.model.WTDall_ctg3222.5	450	0	0	0	0	0	0	0	3	3	6	6	5	3	12	9	0	5	10	5
Dcor_evm.model.WTDall_ctg323.1	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg323.2	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg324.1	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg324.2	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg324.3	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg324.4	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3245.1	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3260.1	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3332.1	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dcor_evm.model.WTDall_ctg334.3	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg334.1	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg334.2	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg334.4	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3367.1	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3367.2	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3367.3	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3392.1	1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3392.2	3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3392.3	5106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3392.4	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3421.2	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3421.1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg343.1	1584	0	0	10	71	884	47	10	8	10	5	5	11	5	25	28	23	12	16	8
Dcor_evm.model.WTDall_ctg343.2	1272	0	0	0	10	95	7	0	2	3	0	5	0	2	4	5	2	1	3	3
Dcor_evm.model.WTDall_ctg343.3	1458	0	0	2	14	282	21	0	4	3	0	4	5	2	6	7	6	3	2	7
Dcor_evm.model.WTDall_ctg343.4	521	0	0	0	0	13	2	0	4	1	0	1	1	0	0	1	5	2	0	1
Dcor_evm.model.WTDall_ctg3447.1	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3470.1	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3509.1	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3509.2	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3509.3	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg353.2	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg353.1	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3539.1	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3549.1	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg355.1	1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3567.1	1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3594.1	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3596.1	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg361.2	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg361.1	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3631.1	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3694.3	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3694.1	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3694.2	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3703.2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3703.1	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3736.1	3489	0	0	0	0	0	0	4	0	0	1	2	0	0	1	2	0	2	2	1
Dcor_evm.model.WTDall_ctg377.1	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg379.1	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg3899.1	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg401.1	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4085.1	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4088.1	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg418.1	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg425.1	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg428.1	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4282.1	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4289.1	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4292.1	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg443.1	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg443.2	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg444.1	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg444.2	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4442.1	249	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4478.1	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg449.4	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg449.2	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg449.3	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg449.5	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg449.1	1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg452.1	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4617.1	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4617.2	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4617.3	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4617.4	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4617.5	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg464.3	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg464.2	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg464.1	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg476.1	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg478.1	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg478.2	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4816.1	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4854.1	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg492.1	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4924.1	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg4997.1	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5019.1	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg503.1	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg503.2	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg503.3	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg503.4	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5039.1	446	0	0	0	0	0	0	6	1	1	1	0	1	3	1	4	2	3	0	5
Dcor_evm.model.WTDall_ctg5039.2	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5039.3	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5039.4	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg508.1	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg508.2	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg508.3	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg509.1	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg509.2	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg509.3	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg509.4	936	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	1
Dcor_evm.model.WTDall_ctg5120.1	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5147.1	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5187.1	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5187.2	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg519.1	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5210.3	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5210.4	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5210.1	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5210.2	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg522.1	552	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0
Dcor_evm.model.WTDall_ctg522.2	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Dcor_evm.model.WTDall_ctg522.3	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg523.3	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg523.1	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg523.2	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg525.1	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg525.2	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5253.1	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg527.1	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg529.1	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5296.1	403	16	2	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg531.1	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5323.1	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg535.1	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5356.1	5182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg538.1	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg538.2	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5402.1	341	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5529.1	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5529.2	489	0	0	0	0	0	4	0	0	0	0	0	0	0	3	1	1	0	0	0
Dcor_evm.model.WTDall_ctg5555.1	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5555.2	2091	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0
Dcor_evm.model.WTDall_ctg5555.3	297	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5555.4	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dcor_evm.model.WTDall_ctg5555.5	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5555.6	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5568.2	220	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5568.1	169	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg557.1	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5599.1	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg566.5	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg566.4	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg566.1	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg566.2	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg566.3	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg567.1	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg571.1	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg572.1	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg572.2	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg572.3	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5816.1	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg583.4	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg583.3	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg583.1	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg583.2	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg583.5	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg583.6	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg587.3	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg587.1	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg587.2	1049	0	0	1	0	2	0	4	1	3	0	4	0	0	1	1	1	0	1	0
Dcor_evm.model.WTDall_ctg587.4	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5909.1	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg591.1	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg598.1	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5986.1	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.WTDall_ctg5986.2	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
