Orthogroup	Dalotia_update.aa	Liometoxenus.aa
OG0000018	Dcor_evm.model.hic_scaffold_2_pilon.517	Liom_evm.model.scaffold21280.3
OG0000018	Dcor_evm.model.hic_scaffold_5_pilon.1134	Liom_evm.model.scaffold60888.1
OG0000018	Dcor_evm.model.hic_scaffold_10_pilon.896, Dcor_evm.model.hic_scaffold_10_pilon.899	Liom_evm.model.scaffold59539.1
OG0000018	Dcor_evm.model.hic_scaffold_10_pilon.901	Liom_evm.model.scaffold47477.1
OG0000019	Dcor_evm.model.hic_scaffold_5_pilon.568	Liom_evm.model.scaffold26699.2
OG0000019	Dcor_evm.model.hic_scaffold_5_pilon.385, Dcor_evm.model.hic_scaffold_8_pilon.101	Liom_evm.model.scaffold11509.1
OG0000019	Dcor_evm.model.hic_scaffold_4_pilon.639	Liom_evm.model.scaffold45545.1
OG0000019	Dcor_evm.model.hic_scaffold_4_pilon.637	Liom_evm.model.scaffold19043.1, Liom_evm.model.scaffold41729.2
OG0000019	Dcor_evm.model.hic_scaffold_4_pilon.638	Liom_evm.model.scaffold31373.1
OG0000020	Dcor_evm.model.hic_scaffold_68_pilon.17, Dcor_evm.model.hic_scaffold_18_pilon.8, Dcor_evm.model.scaffold622_size2801.1	Liom_evm.model.scaffold19498.1, Liom_evm.model.scaffold60817.1
OG0000020	Dcor_evm.model.hic_scaffold_31_pilon.15	Liom_evm.model.scaffold30765.1
OG0000020	Dcor_evm.model.hic_scaffold_18_pilon.11	Liom_evm.model.scaffold52131.2
OG0000022	Dcor_evm.model.hic_scaffold_23_pilon.9	Liom_evm.model.scaffold15485.1
OG0000022	Dcor_evm.model.hic_scaffold_52_pilon.6	Liom_evm.model.scaffold11528.1
OG0000022	Dcor_evm.model.hic_scaffold_31_pilon.13, Dcor_evm.model.hic_scaffold_31_pilon.10, Dcor_evm.model.hic_scaffold_21_pilon.15, Dcor_evm.model.hic_scaffold_45_pilon.20	Liom_evm.model.scaffold35537.1, Liom_evm.model.scaffold50995.1
OG0000022	Dcor_evm.model.hic_scaffold_5_pilon.436	Liom_evm.model.scaffold49615.2, Liom_evm.model.scaffold38892.2, Liom_evm.model.scaffold13828.1, Liom_evm.model.scaffold38516.1
OG0000023	Dcor_evm.model.hic_scaffold_9_pilon.1810	Liom_evm.model.scaffold28605.1
OG0000023	Dcor_evm.model.hic_scaffold_9_pilon.1147	Liom_evm.model.scaffold32322.2, Liom_evm.model.scaffold46354.1, Liom_evm.model.scaffold31596.1, Liom_evm.model.scaffold39987.1
OG0000023	Dcor_evm.model.hic_scaffold_24_pilon.1	Liom_evm.model.scaffold35678.1
OG0000023	Dcor_evm.model.hic_scaffold_4_pilon.157	Liom_evm.model.scaffold04161.2, Liom_evm.model.scaffold20646.1
OG0000023	Dcor_evm.model.hic_scaffold_4_pilon.1096, Dcor_evm.model.hic_scaffold_5_pilon.1484	Liom_evm.model.scaffold11520.3, Liom_evm.model.scaffold47734.3
OG0000023	Dcor_evm.model.hic_scaffold_10_pilon.1414	Liom_evm.model.scaffold02320.1, Liom_evm.model.scaffold37298.1
OG0000023	Dcor_evm.model.contig_84_pilon.1, Dcor_evm.model.hic_scaffold_10_pilon.1054	Liom_evm.model.scaffold45115.1
OG0000025	Dcor_evm.model.WTDall_ctg145.1	Liom_evm.model.scaffold26279.1, Liom_evm.model.scaffold30740.1
OG0000025	Dcor_evm.model.hic_scaffold_35_pilon.11	Liom_evm.model.scaffold46450.3
OG0000025	Dcor_evm.model.hic_scaffold_21_pilon.35, Dcor_evm.model.hic_scaffold_51_pilon.4	Liom_evm.model.scaffold33563.1
OG0000026	Dcor_evm.model.hic_scaffold_4_pilon.458, Dcor_evm.model.hic_scaffold_4_pilon.457, Dcor_evm.model.hic_scaffold_10_pilon.275, Dcor_evm.model.hic_scaffold_7_pilon.955, Dcor_evm.model.hic_scaffold_4_pilon.459	Liom_evm.model.scaffold27443.5, Liom_evm.model.scaffold27443.3, Liom_evm.model.scaffold27443.6, Liom_evm.model.scaffold51854.1, Liom_evm.model.scaffold17591.2, Liom_evm.model.scaffold17591.1, Liom_evm.model.scaffold47635.2, Liom_evm.model.scaffold11466.1
OG0000026	Dcor_evm.model.hic_scaffold_4_pilon.422	Liom_evm.model.scaffold27443.4
OG0000026	Dcor_evm.model.hic_scaffold_4_pilon.456	Liom_evm.model.scaffold07907.2
OG0000026	Dcor_evm.model.hic_scaffold_1_pilon.268, Dcor_evm.model.hic_scaffold_1_pilon.267	Liom_evm.model.scaffold54357.4
OG0000026	Dcor_evm.model.hic_scaffold_3_pilon.1005	Liom_evm.model.scaffold00576.1, Liom_evm.model.scaffold13095.1, Liom_evm.model.scaffold26876.2, Liom_evm.model.scaffold42212.1, Liom_evm.model.scaffold44782.1
OG0000027	Dcor_evm.model.hic_scaffold_2_pilon.606	Liom_evm.model.scaffold33292.1
OG0000027	Dcor_evm.model.hic_scaffold_15_pilon.66, Dcor_evm.model.hic_scaffold_7_pilon.686	Liom_evm.model.scaffold45846.1, Liom_evm.model.scaffold24774.1, Liom_evm.model.scaffold00545.1
OG0000029	Dcor_evm.model.hic_scaffold_7_pilon.1415	Liom_evm.model.scaffold08818.1
OG0000029	Dcor_evm.model.hic_scaffold_7_pilon.82	Liom_evm.model.scaffold20245.3
OG0000029	Dcor_evm.model.hic_scaffold_7_pilon.108	Liom_evm.model.scaffold50704.2
OG0000029	Dcor_evm.model.hic_scaffold_13_pilon.55, Dcor_evm.model.hic_scaffold_13_pilon.54	Liom_evm.model.scaffold56801.2
OG0000029	Dcor_evm.model.hic_scaffold_7_pilon.1430	Liom_evm.model.scaffold06746.2
OG0000029	Dcor_evm.model.hic_scaffold_7_pilon.83, Dcor_evm.model.hic_scaffold_7_pilon.84	Liom_evm.model.scaffold20245.4
OG0000029	Dcor_evm.model.hic_scaffold_7_pilon.231	Liom_evm.model.scaffold00621.1
OG0000029	Dcor_evm.model.hic_scaffold_4_pilon.930	Liom_evm.model.scaffold33657.3
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.20	Liom_evm.model.scaffold24889.1
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.544	Liom_evm.model.scaffold56539.2
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.18	Liom_evm.model.scaffold28555.2
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.16	Liom_evm.model.scaffold09249.2, Liom_evm.model.scaffold50344.1
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.534	Liom_evm.model.scaffold06618.3
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.26	Liom_evm.model.scaffold18726.1, Liom_evm.model.scaffold28927.1, Liom_evm.model.scaffold31965.1
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.25	Liom_evm.model.scaffold33199.1, Liom_evm.model.scaffold49614.1, Liom_evm.model.scaffold01151.1, Liom_evm.model.scaffold21605.1, Liom_evm.model.scaffold01151.2, Liom_evm.model.scaffold16048.1, Liom_evm.model.scaffold24871.1, Liom_evm.model.scaffold09722.1, Liom_evm.model.scaffold31765.1, Liom_evm.model.scaffold27573.1, Liom_evm.model.scaffold53748.1, Liom_evm.model.scaffold15019.1, Liom_evm.model.scaffold58234.2, Liom_evm.model.scaffold03140.1, Liom_evm.model.scaffold06618.4
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.13	Liom_evm.model.scaffold22481.1, Liom_evm.model.scaffold45606.2
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.14	Liom_evm.model.scaffold40380.1
OG0000030	Dcor_evm.model.hic_scaffold_10_pilon.15	Liom_evm.model.scaffold09249.1
OG0000031	Dcor_evm.model.hic_scaffold_10_pilon.466	Liom_evm.model.scaffold43285.1
OG0000031	Dcor_evm.model.hic_scaffold_8_pilon.41	Liom_evm.model.scaffold05403.2
OG0000031	Dcor_evm.model.scaffold5253_size1137.1	Liom_evm.model.scaffold28325.1
OG0000032	Dcor_evm.model.hic_scaffold_9_pilon.1756	Liom_evm.model.scaffold00979.2, Liom_evm.model.scaffold13625.1
OG0000032	Dcor_evm.model.hic_scaffold_9_pilon.1752, Dcor_evm.model.hic_scaffold_9_pilon.1749, Dcor_evm.model.hic_scaffold_9_pilon.1751	Liom_evm.model.scaffold44042.2
OG0000032	Dcor_evm.model.hic_scaffold_9_pilon.1757	Liom_evm.model.scaffold16970.1, Liom_evm.model.scaffold02763.1, Liom_evm.model.scaffold32328.1
OG0000032	Dcor_evm.model.hic_scaffold_9_pilon.1755	Liom_evm.model.scaffold32275.1, Liom_evm.model.scaffold00979.4, Liom_evm.model.scaffold00979.3
OG0000033	Dcor_evm.model.hic_scaffold_6_pilon.1016	Liom_evm.model.scaffold33995.1
OG0000035	Dcor_evm.model.hic_scaffold_5_pilon.1185	Liom_evm.model.scaffold20704.1
OG0000035	Dcor_evm.model.hic_scaffold_5_pilon.1096	Liom_evm.model.scaffold49214.1, Liom_evm.model.scaffold15552.1
OG0000035	Dcor_evm.model.hic_scaffold_5_pilon.164	Liom_evm.model.scaffold06468.1
OG0000035	Dcor_evm.model.hic_scaffold_3_pilon.1147, Dcor_evm.model.hic_scaffold_3_pilon.1146, Dcor_evm.model.hic_scaffold_3_pilon.1145, Dcor_evm.model.hic_scaffold_3_pilon.1144, Dcor_evm.model.hic_scaffold_3_pilon.1142, Dcor_evm.model.hic_scaffold_3_pilon.1141, Dcor_evm.model.hic_scaffold_3_pilon.1143, Dcor_evm.model.hic_scaffold_3_pilon.1140, Dcor_evm.model.hic_scaffold_3_pilon.1138, Dcor_evm.model.hic_scaffold_3_pilon.1137, Dcor_evm.model.hic_scaffold_3_pilon.1139, Dcor_evm.model.hic_scaffold_3_pilon.1136	Liom_evm.model.scaffold41554.1, Liom_evm.model.scaffold05902.1, Liom_evm.model.scaffold06544.1, Liom_evm.model.scaffold25150.1, Liom_evm.model.scaffold16914.1, Liom_evm.model.scaffold23620.1, Liom_evm.model.scaffold56549.1, Liom_evm.model.scaffold31333.1, Liom_evm.model.scaffold59356.4
OG0000035	Dcor_evm.model.hic_scaffold_3_pilon.186	Liom_evm.model.scaffold55395.2
OG0000036	Dcor_evm.model.hic_scaffold_4_pilon.680	Liom_evm.model.scaffold02111.1, Liom_evm.model.scaffold00074.1, Liom_evm.model.scaffold51359.1, Liom_evm.model.scaffold25373.1
OG0000036	Dcor_evm.model.hic_scaffold_7_pilon.207	Liom_evm.model.scaffold34148.2
OG0000036	Dcor_evm.model.hic_scaffold_1_pilon.750	Liom_evm.model.scaffold19713.1
OG0000036	Dcor_evm.model.hic_scaffold_2_pilon.733	Liom_evm.model.scaffold33525.1
OG0000036	Dcor_evm.model.hic_scaffold_4_pilon.461	Liom_evm.model.scaffold42833.2
OG0000037	Dcor_evm.model.hic_scaffold_2_pilon.114	Liom_evm.model.scaffold48907.1
OG0000037	Dcor_evm.model.hic_scaffold_5_pilon.220	Liom_evm.model.scaffold35294.1
OG0000037	Dcor_evm.model.hic_scaffold_2_pilon.400	Liom_evm.model.scaffold18278.1
OG0000037	Dcor_evm.model.hic_scaffold_2_pilon.135, Dcor_evm.model.scaffold501_size3251.1	Liom_evm.model.scaffold35206.2
OG0000038	Dcor_evm.model.hic_scaffold_21_pilon.51, Dcor_evm.model.hic_scaffold_44_pilon.45, Dcor_evm.model.hic_scaffold_16_pilon.157, Dcor_evm.model.hic_scaffold_6_pilon.672, Dcor_evm.model.hic_scaffold_16_pilon.156, Dcor_evm.model.hic_scaffold_6_pilon.673	Liom_evm.model.scaffold08737.3, Liom_evm.model.scaffold04032.2, Liom_evm.model.scaffold59280.1
OG0000038	Dcor_evm.model.hic_scaffold_16_pilon.154	Liom_evm.model.scaffold00713.1
OG0000038	Dcor_evm.model.hic_scaffold_6_pilon.1235	Liom_evm.model.scaffold60554.1
OG0000038	Dcor_evm.model.hic_scaffold_6_pilon.1236, Dcor_evm.model.hic_scaffold_6_pilon.1237	Liom_evm.model.scaffold35247.1
OG0000038	Dcor_evm.model.hic_scaffold_5_pilon.750, Dcor_evm.model.hic_scaffold_5_pilon.751	Liom_evm.model.scaffold49501.1, Liom_evm.model.scaffold55877.1
OG0000038	Dcor_evm.model.hic_scaffold_5_pilon.752	Liom_evm.model.scaffold11893.1, Liom_evm.model.scaffold56687.2, Liom_evm.model.scaffold42354.1, Liom_evm.model.scaffold42354.3
OG0000038	Dcor_evm.model.hic_scaffold_6_pilon.1238	Liom_evm.model.scaffold31887.1
OG0000039	Dcor_evm.model.hic_scaffold_5_pilon.630	Liom_evm.model.scaffold54806.1, Liom_evm.model.scaffold56294.1, Liom_evm.model.scaffold25981.1, Liom_evm.model.scaffold49812.4
OG0000039	Dcor_evm.model.hic_scaffold_50_pilon.12	Liom_evm.model.scaffold48463.2
OG0000040	Dcor_evm.model.hic_scaffold_23_pilon.16, Dcor_evm.model.hic_scaffold_1_pilon.840, Dcor_evm.model.hic_scaffold_10_pilon.675, Dcor_evm.model.hic_scaffold_6_pilon.1220, Dcor_evm.model.hic_scaffold_7_pilon.487, Dcor_evm.model.hic_scaffold_10_pilon.1114, Dcor_evm.model.hic_scaffold_31_pilon.30, Dcor_evm.model.hic_scaffold_5_pilon.359, Dcor_evm.model.hic_scaffold_12_pilon.55, Dcor_evm.model.hic_scaffold_63_pilon.8	Liom_evm.model.scaffold21403.1
OG0000040	Dcor_evm.model.hic_scaffold_7_pilon.917, Dcor_evm.model.hic_scaffold_3_pilon.915, Dcor_evm.model.hic_scaffold_49_pilon.6	Liom_evm.model.scaffold52703.1
OG0000040	Dcor_evm.model.hic_scaffold_1_pilon.1131	Liom_evm.model.scaffold08539.1, Liom_evm.model.scaffold19344.1
OG0000041	Dcor_evm.model.contig_17_pilon.1	Liom_evm.model.scaffold20813.1
OG0000041	Dcor_evm.model.hic_scaffold_23_pilon.24	Liom_evm.model.scaffold53806.1, Liom_evm.model.scaffold41494.3, Liom_evm.model.scaffold53942.2, Liom_evm.model.scaffold07920.1, Liom_evm.model.scaffold42724.1
OG0000041	Dcor_evm.model.hic_scaffold_7_pilon.535	Liom_evm.model.scaffold12348.1
OG0000041	Dcor_evm.model.hic_scaffold_1_pilon.1079, Dcor_evm.model.WTDall_ctg240.1	Liom_evm.model.scaffold22470.1, Liom_evm.model.scaffold04043.1
OG0000041	Dcor_evm.model.scaffold7016_size1008.1, Dcor_evm.model.hic_scaffold_68_pilon.43	Liom_evm.model.scaffold51882.1
OG0000041	Dcor_evm.model.hic_scaffold_1_pilon.1086	Liom_evm.model.scaffold51793.1, Liom_evm.model.scaffold27042.1, Liom_evm.model.scaffold07196.2
OG0000041	Dcor_evm.model.hic_scaffold_1_pilon.899, Dcor_evm.model.WTDall_ctg4617.5	Liom_evm.model.scaffold39636.1
OG0000041	Dcor_evm.model.hic_scaffold_27_pilon.5, Dcor_evm.model.hic_scaffold_4_pilon.764, Dcor_evm.model.hic_scaffold_31_pilon.39, Dcor_evm.model.hic_scaffold_67_pilon.25, Dcor_evm.model.hic_scaffold_4_pilon.306, Dcor_evm.model.hic_scaffold_3_pilon.394, Dcor_evm.model.hic_scaffold_7_pilon.364	Liom_evm.model.scaffold27067.2
OG0000041	Dcor_evm.model.hic_scaffold_10_pilon.1324, Dcor_evm.model.hic_scaffold_7_pilon.62, Dcor_evm.model.hic_scaffold_2_pilon.107, Dcor_evm.model.hic_scaffold_6_pilon.993, Dcor_evm.model.hic_scaffold_9_pilon.1766, Dcor_evm.model.hic_scaffold_10_pilon.1143, Dcor_evm.model.hic_scaffold_10_pilon.36, Dcor_evm.model.hic_scaffold_2_pilon.647, Dcor_evm.model.hic_scaffold_31_pilon.9, Dcor_evm.model.hic_scaffold_49_pilon.7, Dcor_evm.model.hic_scaffold_9_pilon.1900, Dcor_evm.model.hic_scaffold_6_pilon.1233, Dcor_evm.model.hic_scaffold_3_pilon.298, Dcor_evm.model.hic_scaffold_62_pilon.4	Liom_evm.model.scaffold27720.1
OG0000041	Dcor_evm.model.hic_scaffold_35_pilon.13	Liom_evm.model.scaffold45973.1
OG0000041	Dcor_evm.model.WTDall_ctg4617.3, Dcor_evm.model.WTDall_ctg7826.3, Dcor_evm.model.WTDall_ctg444.1, Dcor_evm.model.WTDall_ctg523.2	Liom_evm.model.scaffold60885.1
OG0000042	Dcor_evm.model.hic_scaffold_7_pilon.1518	Liom_evm.model.scaffold15346.1
OG0000042	Dcor_evm.model.hic_scaffold_7_pilon.908	Liom_evm.model.scaffold47083.1
OG0000042	Dcor_evm.model.hic_scaffold_16_pilon.133, Dcor_evm.model.hic_scaffold_6_pilon.695, Dcor_evm.model.hic_scaffold_16_pilon.51, Dcor_evm.model.hic_scaffold_6_pilon.776	Liom_evm.model.scaffold53421.1, Liom_evm.model.scaffold03743.2
OG0000042	Dcor_evm.model.hic_scaffold_16_pilon.135, Dcor_evm.model.hic_scaffold_6_pilon.693, Dcor_evm.model.hic_scaffold_16_pilon.134, Dcor_evm.model.hic_scaffold_6_pilon.694	Liom_evm.model.scaffold53421.2
OG0000042	Dcor_evm.model.hic_scaffold_16_pilon.137, Dcor_evm.model.hic_scaffold_16_pilon.138, Dcor_evm.model.hic_scaffold_6_pilon.691	Liom_evm.model.scaffold19752.1
OG0000042	Dcor_evm.model.hic_scaffold_7_pilon.492, Dcor_evm.model.hic_scaffold_7_pilon.474	Liom_evm.model.scaffold14016.1, Liom_evm.model.scaffold15784.1, Liom_evm.model.scaffold14854.1, Liom_evm.model.scaffold37340.1
OG0000042	Dcor_evm.model.hic_scaffold_16_pilon.136, Dcor_evm.model.hic_scaffold_6_pilon.692	Liom_evm.model.scaffold47414.2
OG0000043	Dcor_evm.model.hic_scaffold_6_pilon.1489	Liom_evm.model.scaffold26009.1
OG0000043	Dcor_evm.model.hic_scaffold_4_pilon.393	Liom_evm.model.scaffold16810.2
OG0000043	Dcor_evm.model.hic_scaffold_14_pilon.78, Dcor_evm.model.hic_scaffold_9_pilon.445	Liom_evm.model.scaffold11516.1
OG0000043	Dcor_evm.model.hic_scaffold_4_pilon.396	Liom_evm.model.scaffold16810.4
OG0000043	Dcor_evm.model.hic_scaffold_4_pilon.395	Liom_evm.model.scaffold16810.3
OG0000043	Dcor_evm.model.hic_scaffold_4_pilon.400, Dcor_evm.model.hic_scaffold_4_pilon.398, Dcor_evm.model.hic_scaffold_4_pilon.401, Dcor_evm.model.hic_scaffold_4_pilon.399, Dcor_evm.model.hic_scaffold_4_pilon.397	Liom_evm.model.scaffold16810.6
OG0000043	Dcor_evm.model.hic_scaffold_4_pilon.404	Liom_evm.model.scaffold16810.9
OG0000043	Dcor_evm.model.hic_scaffold_4_pilon.403	Liom_evm.model.scaffold18727.1, Liom_evm.model.scaffold16810.8
OG0000043	Dcor_evm.model.hic_scaffold_4_pilon.402	Liom_evm.model.scaffold16810.7
OG0000044	Dcor_evm.model.hic_scaffold_6_pilon.1145	Liom_evm.model.scaffold12950.2
OG0000044	Dcor_evm.model.hic_scaffold_6_pilon.1146	Liom_evm.model.scaffold21754.1
OG0000044	Dcor_evm.model.hic_scaffold_16_pilon.42, Dcor_evm.model.hic_scaffold_6_pilon.784	Liom_evm.model.scaffold00152.1, Liom_evm.model.scaffold32269.1
OG0000044	Dcor_evm.model.hic_scaffold_5_pilon.542	Liom_evm.model.scaffold29598.3
OG0000044	Dcor_evm.model.hic_scaffold_4_pilon.1082	Liom_evm.model.scaffold37908.1
OG0000044	Dcor_evm.model.hic_scaffold_6_pilon.1602	Liom_evm.model.scaffold23684.1
OG0000044	Dcor_evm.model.hic_scaffold_6_pilon.1649	Liom_evm.model.scaffold48930.1
OG0000045	Dcor_evm.model.hic_scaffold_2_pilon.627	Liom_evm.model.scaffold52108.1
OG0000045	Dcor_evm.model.hic_scaffold_2_pilon.469	Liom_evm.model.scaffold31722.1, Liom_evm.model.scaffold44029.1, Liom_evm.model.scaffold03748.1
OG0000045	Dcor_evm.model.hic_scaffold_2_pilon.206	Liom_evm.model.scaffold44524.2
OG0000045	Dcor_evm.model.hic_scaffold_2_pilon.638	Liom_evm.model.scaffold17696.1, Liom_evm.model.scaffold55790.1
OG0000045	Dcor_evm.model.hic_scaffold_2_pilon.637	Liom_evm.model.scaffold39589.1
OG0000045	Dcor_evm.model.hic_scaffold_2_pilon.634	Liom_evm.model.scaffold38089.2
OG0000045	Dcor_evm.model.hic_scaffold_2_pilon.326	Liom_evm.model.scaffold43139.1
OG0000046	Dcor_evm.model.hic_scaffold_5_pilon.143	Liom_evm.model.scaffold24771.3
OG0000046	Dcor_evm.model.hic_scaffold_5_pilon.137	Liom_evm.model.scaffold10262.1
OG0000047	Dcor_evm.model.hic_scaffold_5_pilon.979	Liom_evm.model.scaffold33000.1
OG0000048	Dcor_evm.model.hic_scaffold_9_pilon.1623	Liom_evm.model.scaffold06208.2, Liom_evm.model.scaffold56161.3
OG0000048	Dcor_evm.model.hic_scaffold_10_pilon.967	Liom_evm.model.scaffold02257.4
OG0000048	Dcor_evm.model.hic_scaffold_9_pilon.1653	Liom_evm.model.scaffold01806.4
OG0000048	Dcor_evm.model.hic_scaffold_9_pilon.1654	Liom_evm.model.scaffold36571.1
OG0000048	Dcor_evm.model.hic_scaffold_10_pilon.968	Liom_evm.model.scaffold56161.2
OG0000048	Dcor_evm.model.hic_scaffold_10_pilon.966	Liom_evm.model.scaffold02257.3
OG0000048	Dcor_evm.model.hic_scaffold_10_pilon.964	Liom_evm.model.scaffold02257.1, Liom_evm.model.scaffold44461.2
OG0000049	Dcor_evm.model.hic_scaffold_6_pilon.605	Liom_evm.model.scaffold59211.1
OG0000050	Dcor_evm.model.hic_scaffold_10_pilon.198	Liom_evm.model.scaffold08017.2, Liom_evm.model.scaffold13498.2, Liom_evm.model.scaffold13498.1
OG0000052	Dcor_evm.model.hic_scaffold_6_pilon.1551, Dcor_evm.model.hic_scaffold_29_pilon.8, Dcor_evm.model.hic_scaffold_10_pilon.11, Dcor_evm.model.hic_scaffold_50_pilon.16, Dcor_evm.model.hic_scaffold_23_pilon.21	Liom_evm.model.scaffold18011.1
OG0000053	Dcor_evm.model.hic_scaffold_3_pilon.866	Liom_evm.model.scaffold16579.2
OG0000055	Dcor_evm.model.hic_scaffold_3_pilon.72	Liom_evm.model.scaffold44944.2
OG0000055	Dcor_evm.model.hic_scaffold_1_pilon.971	Liom_evm.model.scaffold47478.1, Liom_evm.model.scaffold39713.1, Liom_evm.model.scaffold54613.1
OG0000055	Dcor_evm.model.hic_scaffold_10_pilon.707	Liom_evm.model.scaffold47063.1, Liom_evm.model.scaffold20417.1, Liom_evm.model.scaffold20957.1
OG0000055	Dcor_evm.model.hic_scaffold_10_pilon.1031	Liom_evm.model.scaffold61180.1
OG0000055	Dcor_evm.model.hic_scaffold_9_pilon.1665	Liom_evm.model.scaffold06339.3
OG0000055	Dcor_evm.model.hic_scaffold_9_pilon.1667, Dcor_evm.model.hic_scaffold_9_pilon.1669	Liom_evm.model.scaffold13341.1, Liom_evm.model.scaffold14437.1, Liom_evm.model.scaffold06339.1, Liom_evm.model.scaffold26305.1
OG0000055	Dcor_evm.model.hic_scaffold_3_pilon.1340	Liom_evm.model.scaffold61040.4
OG0000059	Dcor_evm.model.hic_scaffold_6_pilon.285	Liom_evm.model.scaffold48680.1
OG0000059	Dcor_evm.model.hic_scaffold_6_pilon.284, Dcor_evm.model.hic_scaffold_6_pilon.283	Liom_evm.model.scaffold57172.3
OG0000059	Dcor_evm.model.hic_scaffold_5_pilon.104	Liom_evm.model.scaffold37924.1
OG0000059	Dcor_evm.model.hic_scaffold_3_pilon.290, Dcor_evm.model.hic_scaffold_3_pilon.292, Dcor_evm.model.hic_scaffold_3_pilon.291, Dcor_evm.model.hic_scaffold_5_pilon.1486, Dcor_evm.model.hic_scaffold_4_pilon.570, Dcor_evm.model.hic_scaffold_4_pilon.569, Dcor_evm.model.hic_scaffold_4_pilon.571, Dcor_evm.model.hic_scaffold_6_pilon.1255, Dcor_evm.model.scaffold1148_size1936.2	Liom_evm.model.scaffold49901.1, Liom_evm.model.scaffold19024.1
OG0000060	Dcor_evm.model.hic_scaffold_1_pilon.1083	Liom_evm.model.scaffold10151.1, Liom_evm.model.scaffold16389.1
OG0000061	Dcor_evm.model.hic_scaffold_8_pilon.785, Dcor_evm.model.hic_scaffold_8_pilon.788	Liom_evm.model.scaffold49246.1, Liom_evm.model.scaffold17429.1, Liom_evm.model.scaffold07450.1
OG0000062	Dcor_evm.model.hic_scaffold_9_pilon.109	Liom_evm.model.scaffold46545.1, Liom_evm.model.scaffold21241.1
OG0000062	Dcor_evm.model.hic_scaffold_4_pilon.349	Liom_evm.model.scaffold36629.7
OG0000062	Dcor_evm.model.hic_scaffold_9_pilon.161	Liom_evm.model.scaffold30286.1
OG0000062	Dcor_evm.model.hic_scaffold_13_pilon.100, Dcor_evm.model.hic_scaffold_9_pilon.569	Liom_evm.model.scaffold50413.1, Liom_evm.model.scaffold40298.1, Liom_evm.model.scaffold15164.1, Liom_evm.model.scaffold05422.1, Liom_evm.model.scaffold50413.2, Liom_evm.model.scaffold59997.1, Liom_evm.model.scaffold46312.1, Liom_evm.model.scaffold26312.1
OG0000062	Dcor_evm.model.hic_scaffold_13_pilon.105, Dcor_evm.model.hic_scaffold_9_pilon.565, Dcor_evm.model.hic_scaffold_13_pilon.106, Dcor_evm.model.hic_scaffold_9_pilon.564	Liom_evm.model.scaffold32941.1
OG0000062	Dcor_evm.model.hic_scaffold_9_pilon.1819	Liom_evm.model.scaffold22821.1, Liom_evm.model.scaffold50195.1, Liom_evm.model.scaffold26242.1
OG0000063	Dcor_evm.model.hic_scaffold_9_pilon.1801	Liom_evm.model.scaffold55658.1
OG0000063	Dcor_evm.model.hic_scaffold_9_pilon.1797	Liom_evm.model.scaffold19259.3
OG0000063	Dcor_evm.model.hic_scaffold_9_pilon.1796	Liom_evm.model.scaffold53460.1, Liom_evm.model.scaffold19259.1, Liom_evm.model.scaffold19259.2
OG0000064	Dcor_evm.model.hic_scaffold_7_pilon.587	Liom_evm.model.scaffold55610.2
OG0000064	Dcor_evm.model.hic_scaffold_7_pilon.586	Liom_evm.model.scaffold55610.1
OG0000064	Dcor_evm.model.hic_scaffold_7_pilon.578	Liom_evm.model.scaffold39701.4
OG0000064	Dcor_evm.model.hic_scaffold_7_pilon.582	Liom_evm.model.scaffold39701.7
OG0000064	Dcor_evm.model.hic_scaffold_15_pilon.75, Dcor_evm.model.hic_scaffold_7_pilon.676	Liom_evm.model.scaffold38416.1
OG0000064	Dcor_evm.model.hic_scaffold_15_pilon.74, Dcor_evm.model.hic_scaffold_7_pilon.677	Liom_evm.model.scaffold38416.2
OG0000064	Dcor_evm.model.hic_scaffold_15_pilon.73, Dcor_evm.model.hic_scaffold_7_pilon.678	Liom_evm.model.scaffold35560.1
