Geneid	Length	22784	23406	H13	H14	22783	23386	23404	H11	H12	22785
Hol_evm.model.scaffold00222.2	696	2431	786	1049	1376	2274	10363	15997	6849	14222	166
Hol_evm.model.scaffold00222.3	906	21	69	4	1	183	0	44	14	15	3
Hol_evm.model.scaffold00222.4	471	98	36	73	51	4	0	57	486	5	7
Hol_evm.model.scaffold00225.1	414	1	0	0	62	71	0	0	1	59	0
Hol_evm.model.scaffold00226.1	2223	1652	687	2064	1572	509	0	1908	399	1789	1909
Hol_evm.model.scaffold00226.2	351	4330	2612	1266	1627	119	914	627	118	737	448
Hol_evm.model.scaffold00226.3	1347	47108	60912	25765	35192	13881	19531	19944	6701	19388	5087
Hol_evm.model.scaffold00226.4	1563	911	134	866	1261	47	0	469	5	8	2228
Hol_evm.model.scaffold00226.5	801	3398	1114	4001	7962	449	595	1967	2557	8546	405
Hol_evm.model.scaffold00226.6	1512	252	64	316	399	200	0	118	146	799	3081
Hol_evm.model.scaffold00226.7	1398	753	199	310	423	100	247	177	38	284	17
Hol_evm.model.scaffold00226.8	5298	1854	1050	554	144	289	6	833	394	6492	77
Hol_evm.model.scaffold00226.9	264	261	180	111	67	75	0	111	0	468	2
Hol_evm.model.scaffold00226.10	1539	198	146	163	351	23	0	124	67	12	22
Hol_evm.model.scaffold00226.11	2406	749	325	302	469	515	0	322	1117	2189	2077
Hol_evm.model.scaffold00226.12	432	474	480	378	445	259	0	525	1453	1505	572
Hol_evm.model.scaffold00226.13	429	1149	524	1122	1928	278	859	1295	1029	2158	542
Hol_evm.model.scaffold00226.14	480	4966	2448	11457	12608	3452	1766	4862	12837	11167	1979
Hol_evm.model.scaffold00226.15	3783	676	872	1246	928	548	1	778	274	698	1811
Hol_evm.model.scaffold00226.16	336	7	12	0	2	2	0	2	2	4	3
Hol_evm.model.scaffold00226.17	303	1	0	1	4	4	0	1	2	8	3
Hol_evm.model.scaffold00227.1	309	1	1	0	31	0	0	0	13	1	1
Hol_evm.model.scaffold00229.1	888	3632	2766	1654	3469	945	37	1960	861	1722	3960
Hol_evm.model.scaffold00229.2	993	1358	800	1222	2115	323	377	5396	2008	811	571
Hol_evm.model.scaffold00229.3	765	679	277	1345	2023	220	4592	680	1280	1511	1196
Hol_evm.model.scaffold00229.4	1767	664	120	1003	1514	182	0	255	228	1186	950
Hol_evm.model.scaffold00229.5	906	515	410	608	1339	140	0	358	1089	912	2955
Hol_evm.model.scaffold00236.1	255	2	0	4	2	3	0	0	12	3	1
Hol_evm.model.scaffold00236.2	483	5	2	2	4	4	0	0	20	7	1
Hol_evm.model.scaffold00238.1	778	1084	1256	1570	933	563	14	379	434	1043	92
Hol_evm.model.scaffold00239.1	4539	189	162	58	97	55	40	127	41	51	140
Hol_evm.model.scaffold00240.1	684	3	1	14	53	2	0	1	11	7	5
Hol_evm.model.scaffold00240.2	489	0	1	0	9	5	0	0	4	4	1
Hol_evm.model.scaffold00240.3	309	1	0	2	3	2	0	1	5	6	1
Hol_evm.model.scaffold00240.4	645	0	1	0	1	4	0	1	3	6	115
Hol_evm.model.scaffold00240.5	912	2	2	0	2	5	0	0	10	6	284
Hol_evm.model.scaffold00240.6	378	1	1	1	5	3	0	0	4	0	1
Hol_evm.model.scaffold00240.7	249	0	0	0	0	2	0	0	4	3	82
Hol_evm.model.scaffold00240.8	942	1	1	3	8	21	0	3	8	9	1133
Hol_evm.model.scaffold00240.9	1854	695	255	448	733	536	0	602	785	55	3541
Hol_evm.model.scaffold00240.10	5142	71	9	18	73	46	0	55	172	178	42
Hol_evm.model.scaffold00240.11	591	1	0	3	834	52	0	99	1579	319	26
Hol_evm.model.scaffold00240.12	1047	1	29	2	2	3	0	3	3	4	2
Hol_evm.model.scaffold00240.13	275	0	0	0	3	2	0	0	2	1	1
Hol_evm.model.scaffold00242.1	332	62	11	2	0	1	0	1	0	0	481
Hol_evm.model.scaffold00242.2	1587	625	359	882	126	55	0	330	124	398	2668
Hol_evm.model.scaffold00242.3	2859	987	904	1127	1913	207	702	646	323	395	1400
Hol_evm.model.scaffold00242.4	4365	9	9	60	27	20	0	5	48	36	1818
Hol_evm.model.scaffold00242.5	1215	37	37	19	21	8	0	26	15	5	186
Hol_evm.model.scaffold00242.6	372	31	0	30	5	21	0	2	2	12	8
Hol_evm.model.scaffold00242.7	1818	1947	638	1069	209	374	0	1371	890	1686	154
Hol_evm.model.scaffold00246.1	179	2	0	0	1	13	0	7	13	4	0
Hol_evm.model.scaffold00248.1	465	2	0	0	2	4	0	6	3	7	51
Hol_evm.model.scaffold00248.2	2118	895	315	351	422	88	0	456	528	167	3191
Hol_evm.model.scaffold00248.3	3297	12	9	12	11	24	1	34	21	50	124
Hol_evm.model.scaffold00250.1	285	1	0	0	4	1	0	1	5	68	0
Hol_evm.model.scaffold00253.1	390	0	1	2	0	7	0	0	9	0	0
Hol_evm.model.scaffold00254.1	255	0	72	63	13	11	0	66	213	69	11
Hol_evm.model.scaffold00254.2	312	0	0	0	1	1	0	0	0	2	6
Hol_evm.model.scaffold00254.3	1170	1	10	0	10	11	0	1	16	47	61
Hol_evm.model.scaffold00254.4	1131	29	0	0	0	4	0	65	130	9	2
Hol_evm.model.scaffold00254.5	738	1716	663	2810	5153	302	799	1943	2302	5497	1078
Hol_evm.model.scaffold00254.6	1677	873	1	284	721	201	0	337	15	730	1704
Hol_evm.model.scaffold00255.1	2433	426	302	381	657	229	0	555	601	411	77
Hol_evm.model.scaffold00255.2	1755	19	233	0	35	9	0	70	15	37	6
Hol_evm.model.scaffold00255.3	4095	205	74	99	22	21	0	88	475	85	44
Hol_evm.model.scaffold00255.4	2028	2343	1357	1790	3081	1256	8871	1669	1063	1236	1743
Hol_evm.model.scaffold00255.5	306	988	428	1184	1590	311	0	922	1418	1823	700
Hol_evm.model.scaffold00255.6	960	1396	345	1751	1586	192	0	799	771	1287	300
Hol_evm.model.scaffold00255.7	2994	1324	358	1385	426	294	0	710	812	892	2614
Hol_evm.model.scaffold00255.8	387	533	504	780	861	273	0	682	811	1316	490
Hol_evm.model.scaffold00255.9	1287	12	5	1	0	7	0	20	16	24	154
Hol_evm.model.scaffold00255.10	339	184	134	212	322	87	0	222	166	404	254
Hol_evm.model.scaffold00255.11	2223	1049	626	1439	191	338	0	481	280	178	61
Hol_evm.model.scaffold00257.1	675	22	0	12	8	3	878	18	1	10	56
Hol_evm.model.scaffold00259.1	901	4	7	1	14	2	0	4	56	60	1
Hol_evm.model.scaffold00260.1	491	202	65	120	420	63	0	148	11	418	545
Hol_evm.model.scaffold00264.1	1014	81	6	2	3	9	0	2	17	13	1988
Hol_evm.model.scaffold00266.1	941	1108	700	779	3677	293	3008	2715	2858	2685	4033
Hol_evm.model.scaffold00266.2	720	2	7	2	0	11	0	3	6	13	8
Hol_evm.model.scaffold00266.3	4128	292	77	58	42	135	0	325	102	51	923
Hol_evm.model.scaffold00266.4	2181	14	2	0	0	17	0	37	6	16	640
Hol_evm.model.scaffold00266.5	1251	0	28	0	151	13	0	6	11	13	92
Hol_evm.model.scaffold00266.6	492	2	1	0	6	2	0	8	3	7	2
Hol_evm.model.scaffold00266.7	804	7	3	0	2	13	0	7	7	2	1
Hol_evm.model.scaffold00266.8	1110	1	1	3	0	9	0	2	20	16	4
Hol_evm.model.scaffold00268.1	567	35	78	51	2	1	0	5	12	3	1
Hol_evm.model.scaffold00268.2	285	0	2	0	0	3	0	1	2	4	0
Hol_evm.model.scaffold00268.3	204	0	0	0	1	0	0	0	3	3	0
Hol_evm.model.scaffold00268.4	417	0	2	0	2	0	0	0	1	1	0
Hol_evm.model.scaffold00269.1	949	391	45	45	317	27	0	44	10	8	19
Hol_evm.model.scaffold00269.2	3063	622	451	267	660	376	0	388	147	64	1199
Hol_evm.model.scaffold00270.1	375	1402	2007	2824	1606	424	747	1811	832	2057	807
Hol_evm.model.scaffold00270.2	3459	741	307	1433	1831	263	10021	456	671	1462	314
Hol_evm.model.scaffold00270.3	549	1247	379	975	1738	209	0	784	862	1049	819
Hol_evm.model.scaffold00275.1	621	733	86	589	1112	31	0	303	1060	1036	400
Hol_evm.model.scaffold00275.2	4035	753	521	710	882	264	0	624	439	372	2167
Hol_evm.model.scaffold00275.3	435	114	90	324	335	3	1	173	59	37	70
Hol_evm.model.scaffold00276.1	429	6	1	0	0	4	0	1	6	2	0
Hol_evm.model.scaffold00278.1	317	52	144	40	50	32	407	107	107	189	59
Hol_evm.model.scaffold00278.2	622	96	50	31	21	21	0	71	24	21	216
Hol_evm.model.scaffold00279.1	2009	7	3	2	3	21	0	3	30	33	6
Hol_evm.model.scaffold00280.1	210	3	0	0	0	3	0	0	1	2	0
Hol_evm.model.scaffold00280.2	309	6	0	0	0	1	0	1	0	1	0
Hol_evm.model.scaffold00281.1	645	217	384	239	162	20	0	66	31	9	202
Hol_evm.model.scaffold00281.2	225	1	0	0	0	1	0	0	0	1	0
Hol_evm.model.scaffold00281.3	1185	1632	804	6544	2555	400	0	1344	591	6987	106
Hol_evm.model.scaffold00281.4	5121	86	11	24	240	47	0	112	1353	193	5
Hol_evm.model.scaffold00281.5	4665	11	6	4	26	27	0	5	79	100	17
Hol_evm.model.scaffold00281.6	3126	179	80	247	516	185	0	132	677	214	1061
Hol_evm.model.scaffold00281.7	2160	839	338	475	1180	193	0	502	746	1831	1596
Hol_evm.model.scaffold00281.8	522	72	1	3	4	32	0	5	7	163	71
Hol_evm.model.scaffold00281.9	468	2	0	1	0	43	0	1	2	2	2
Hol_evm.model.scaffold00281.10	1701	63	0	98	562	91	0	305	1361	369	53
Hol_evm.model.scaffold00281.11	1299	405	251	496	901	277	0	316	794	1870	1397
Hol_evm.model.scaffold00281.12	645	1385	2035	1117	1019	746	1872	448	6	1804	2741
Hol_evm.model.scaffold00281.13	1509	12	204	3	3	6466	11	90	23	16	25
Hol_evm.model.scaffold00281.14	1575	865	376	396	418	100	4877	439	742	1135	2339
Hol_evm.model.scaffold00281.15	1398	6745	4474	14847	14169	1388	11750	4449	1418	2150	2898
Hol_evm.model.scaffold00281.16	882	424	447	593	1355	146	0	192	267	3	64
Hol_evm.model.scaffold00281.17	216	5	4	8	1	2	0	0	1	0	1
Hol_evm.model.scaffold00286.1	461	3	9	0	0	1	0	2	0	0	1
Hol_evm.model.scaffold00286.2	197	1	0	0	0	0	0	0	0	1	6
Hol_evm.model.scaffold00289.1	1065	42	106	102	235	16	0	435	28	330	340
Hol_evm.model.scaffold00294.1	289	0	2	0	3	3	0	0	5	1	0
Hol_evm.model.scaffold00294.2	336	1	0	1	20	2	0	2	18	12	10
Hol_evm.model.scaffold00294.3	336	1	0	0	0	2	0	0	2	4	3
Hol_evm.model.scaffold00294.4	1683	871	647	326	261	42	0	474	43	85	73
Hol_evm.model.scaffold00295.1	234	288	425	1051	548	298	0	291	38	553	12
Hol_evm.model.scaffold00297.1	2598	285	13	99	27	33	0	48	147	238	906
Hol_evm.model.scaffold00298.1	237	0	1	0	0	2	0	0	2	1	6
Hol_evm.model.scaffold00307.1	2503	526	221	1235	1090	114	38	482	113	471	437
Hol_evm.model.scaffold00307.2	444	792	188	875	1305	164	0	619	2718	1916	805
Hol_evm.model.scaffold00307.3	1503	290	134	285	365	89	0	160	619	743	465
Hol_evm.model.scaffold00307.4	1368	20	177	149	363	43	0	280	101	71	300
Hol_evm.model.scaffold00307.5	1443	1437	774	1402	2842	310	0	1003	639	803	1463
Hol_evm.model.scaffold00307.6	528	1048	409	1075	4035	285	1	1655	1468	613	521
Hol_evm.model.scaffold00307.7	993	400	66	763	1072	138	0	189	40	2763	574
Hol_evm.model.scaffold00307.8	897	354	156	146	124	179	0	245	91	380	441
Hol_evm.model.scaffold00307.9	210	32	16	6	11	1	0	13	6	4	41
Hol_evm.model.scaffold00310.1	1113	584	269	784	394	217	0	306	253	231	1442
Hol_evm.model.scaffold00310.2	1716	363	148	980	1303	138	301	352	162	41	493
Hol_evm.model.scaffold00315.1	282	1	0	4	0	1	0	6	2	2	19
Hol_evm.model.scaffold00318.1	957	4	1	4	2	4	0	0	11	26	4
Hol_evm.model.scaffold00318.2	753	1	0	0	11	2	0	1	8	13	1
Hol_evm.model.scaffold00323.1	1737	0	0	0	0	2	0	0	2	6	1
Hol_evm.model.scaffold00324.1	2076	631	266	313	46	104	0	574	296	415	1835
Hol_evm.model.scaffold00324.2	2139	657	320	278	50	64	0	632	56	213	4357
Hol_evm.model.scaffold00326.1	2370	1769	599	1028	3409	168	1172	854	326	2946	1313
Hol_evm.model.scaffold00327.1	1539	1	17	0	10	8	0	7	18	12	3
Hol_evm.model.scaffold00327.2	1890	14089	5604	9808	13779	1447	4464	5518	2275	5257	8709
Hol_evm.model.scaffold00327.3	609	140	73	200	231	92	0	322	405	501	113
Hol_evm.model.scaffold00327.4	603	1	92	22	125	286	0	82	4	8	128
Hol_evm.model.scaffold00327.5	1551	302	158	154	550	38	0	143	33	57	462
Hol_evm.model.scaffold00329.1	161	495	704	80	168	76	117	222	60	621	16
Hol_evm.model.scaffold00331.1	1095	0	6	0	16	14	0	7	14	14	1
Hol_evm.model.scaffold00336.1	160	1	0	0	0	2	0	0	3	2	0
Hol_evm.model.scaffold00336.2	834	1	1	0	3	3	0	0	6	18	0
Hol_evm.model.scaffold00336.3	366	1	2	0	1	4	0	5	11	4	0
Hol_evm.model.scaffold00341.1	301	1	2	0	0	0	0	1	4	1	0
Hol_evm.model.scaffold00343.1	1320	35	86	84	136	15	0	26	13	17	14
Hol_evm.model.scaffold00343.2	297	0	1	0	0	2	0	1	2	4	0
Hol_evm.model.scaffold00344.1	1083	257	70	522	361	174	0	238	132	933	446
Hol_evm.model.scaffold00344.2	1395	49508	12370	46712	44696	2197	23	6829	1996	26349	1043
Hol_evm.model.scaffold00344.3	231	125934	178265	182384	161571	58926	14800	61090	166378	1000750	7937
Hol_evm.model.scaffold00346.1	324	0	2	0	0	4	0	1	2	2	56
Hol_evm.model.scaffold00346.2	3789	21	13	79	40	105	0	1661	432	2193	32
Hol_evm.model.scaffold00346.3	543	145	45	160	145	111	0	235	559	353	308
Hol_evm.model.scaffold00346.4	3171	289	124	211	1388	129	1	266	740	664	528
Hol_evm.model.scaffold00346.5	1224	47	28	2	405	93	0	41	58	13	119
Hol_evm.model.scaffold00346.6	4029	5	55	10	65	14	0	4	58	26	19
Hol_evm.model.scaffold00346.7	2514	68	60	88	360	78	0	151	426	1412	692
Hol_evm.model.scaffold00346.8	945	4	41	1	7	315	0	30	12	11	351
Hol_evm.model.scaffold00346.9	1512	46	41	79	4	21	0	0	12	4	718
Hol_evm.model.scaffold00346.10	1437	5	63	43	18	35	0	7	14	221	30
Hol_evm.model.scaffold00346.11	990	2	1	7	10	2	0	2	7	27	80
Hol_evm.model.scaffold00346.12	1683	36	59	54	0	33	0	17	7	9	750
Hol_evm.model.scaffold00346.13	264	3	0	0	0	1	0	1	2	2	9
Hol_evm.model.scaffold00346.14	321	1	1	2	0	2	0	0	0	0	36
Hol_evm.model.scaffold00346.15	194	0	0	0	0	4	0	0	0	0	1
Hol_evm.model.scaffold00348.1	291	64	33	35	21	1	0	54	6	7	121
Hol_evm.model.scaffold00348.2	396	2813	1368	4375	2095	585	5044	2064	1283	2430	1182
Hol_evm.model.scaffold00348.3	1155	3960	934	4276	7803	876	21	2558	4129	11471	5109
Hol_evm.model.scaffold00348.4	849	869	239	1248	1905	263	0	1426	2648	2565	1442
Hol_evm.model.scaffold00348.5	1935	391	575	495	249	311	131	562	934	898	868
Hol_evm.model.scaffold00348.6	1536	251	42	217	19	93	0	61	127	89	345
Hol_evm.model.scaffold00348.7	5505	613	281	654	633	91	88	368	220	688	289
Hol_evm.model.scaffold00352.1	2523	498	207	457	93	34	0	423	58	53	615
Hol_evm.model.scaffold00352.2	1392	110	24	36	151	123	628	320	173	1503	11
Hol_evm.model.scaffold00361.1	522	68	33	104	105	56	0	176	264	6	807
Hol_evm.model.scaffold00361.2	2199	2	4	0	10	13	0	35	27	12	3
Hol_evm.model.scaffold00361.3	1305	23	9	7	56	9	0	3	60	33	967
Hol_evm.model.scaffold00361.4	867	849	224	1157	1048	283	0	883	1051	4413	2283
Hol_evm.model.scaffold00363.1	430	1018	762	1102	1054	104	2	1359	496	2537	825
Hol_evm.model.scaffold00364.1	493	2	7	3	0	2	0	1	3	4	101
Hol_evm.model.scaffold00364.2	708	2414	1682	4814	4920	1965	1179	3465	4444	6135	505
Hol_evm.model.scaffold00364.3	4356	536	421	683	116	77	1301	496	574	641	274
Hol_evm.model.scaffold00364.4	1926	2	29	24	16	291	0	26	27	22	13
Hol_evm.model.scaffold00364.5	1059	11	136	7	15	53	0	66	11	8	15
Hol_evm.model.scaffold00364.6	804	1488	344	1099	2328	151	0	1410	1022	2049	2236
Hol_evm.model.scaffold00364.7	1305	5	1	76	1	28	0	46	6	104	1601
Hol_evm.model.scaffold00364.8	1479	63	7	1	367	13	0	50	8	28	227
Hol_evm.model.scaffold00364.9	1779	3017	265	1472	2083	261	12714	2151	692	3133	2862
Hol_evm.model.scaffold00364.10	772	0	5	2	3	5	1	1	3	6	222
Hol_evm.model.scaffold00364.11	282	0	0	0	0	0	0	0	5	0	0
Hol_evm.model.scaffold00364.12	426	1	0	0	3	2	0	1	4	0	0
Hol_evm.model.scaffold00364.13	2487	152	53	8	140	21	0	19	3	5	126
Hol_evm.model.scaffold00364.14	5064	3626	1036	1763	1540	523	0	1726	1124	3032	8070
Hol_evm.model.scaffold00365.1	5624	590	405	997	1313	157	0	574	864	1403	503
Hol_evm.model.scaffold00368.1	554	0	1	0	1	329	1178	350	12	5	3
Hol_evm.model.scaffold00370.1	486	13	1	5	4	6	0	14	16	41	99
Hol_evm.model.scaffold00371.1	356	16	4	2	31	415	0	34	0	2	1
Hol_evm.model.scaffold00373.1	441	2	0	0	0	0	0	1	10	4	3
Hol_evm.model.scaffold00374.1	5328	523	223	383	1325	152	0	645	531	1576	2057
Hol_evm.model.scaffold00375.1	207	0	1	0	0	1	0	0	4	0	0
Hol_evm.model.scaffold00377.1	1092	0	0	2	0	1	0	0	0	0	0
Hol_evm.model.scaffold00378.1	681	91	452	7	28	5	0	42	6	10	2886
Hol_evm.model.scaffold00379.1	559	49	2	16	164	7	0	27	3	11	73
Hol_evm.model.scaffold00383.1	168	0	0	1	0	1	0	0	1	1	0
Hol_evm.model.scaffold00386.1	705	2773	89	873	352	405	0	1156	606	1839	30
Hol_evm.model.scaffold00390.1	300	0	0	0	0	0	0	0	0	3	0
Hol_evm.model.scaffold00390.2	449	2	2	1	4	2	0	2	21	32	2
Hol_evm.model.scaffold00391.1	414	186	152	279	0	101	0	49	4	447	5
Hol_evm.model.scaffold00396.1	684	228	101	505	772	98	72	432	1370	733	188
Hol_evm.model.scaffold00405.1	1389	3694	1451	2396	4320	1346	0	1149	726	6544	334
Hol_evm.model.scaffold00405.2	1962	262	102	362	126	77	0	52	9	1399	99
Hol_evm.model.scaffold00405.3	1005	4	137	2	0	8	0	52	9	0	39
Hol_evm.model.scaffold00405.4	315	45	102	30	38	9	0	42	9	28	30
Hol_evm.model.scaffold00405.5	597	7	1	2	2	2	0	1	7	14	7
Hol_evm.model.scaffold00405.6	465	8	2	33	45	32	1137	109	111	8	38
Hol_evm.model.scaffold00406.1	606	750	471	531	415	158	180	544	362	440	757
Hol_evm.model.scaffold00406.2	4749	1736	1155	1823	1538	901	2	1295	1082	2537	2761
Hol_evm.model.scaffold00406.3	1377	182	153	108	608	13	0	145	580	28	285
Hol_evm.model.scaffold00406.4	2205	223	94	392	346	125	0	144	193	286	871
Hol_evm.model.scaffold00406.5	3534	822	494	1065	1296	326	3146	874	787	1538	1752
Hol_evm.model.scaffold00406.6	330	1577	2103	731	544	275	0	719	418	758	244
Hol_evm.model.scaffold00406.7	250	1850	802	1484	3093	529	918	891	956	2321	145
Hol_evm.model.scaffold00424.1	1195	231	94	118	5	97	0	192	8	23	1009
Hol_evm.model.scaffold00424.2	1473	1257	183	979	1287	387	313	4500	554	1395	3634
Hol_evm.model.scaffold00425.1	504	1	1	0	0	1	0	0	0	2	0
Hol_evm.model.scaffold00429.1	309	1	0	0	0	4	0	0	1	1	0
Hol_evm.model.scaffold00433.1	1299	2079	673	2551	5906	121	0	2186	1599	4010	3137
Hol_evm.model.scaffold00433.2	204	59	61	91	25	61	0	105	30	3	7
Hol_evm.model.scaffold00433.3	1665	108	119	154	268	67	0	116	12	17	1
Hol_evm.model.scaffold00433.4	765	213	62	332	20	10	0	136	15	15	28
Hol_evm.model.scaffold00433.5	7245	43482	1520	34645	8544	1084	8963	8027	274	2780	3879
Hol_evm.model.scaffold00433.6	1380	3	8	14	10	17	0	3	13	8	0
Hol_evm.model.scaffold00434.1	838	29	16	42	30	18	0	35	37	66	132
Hol_evm.model.scaffold00435.1	222	893	196	407	256	132	0	213	163	76	337
Hol_evm.model.scaffold00435.2	1155	5	0	150	317	189	0	117	1377	10	344
Hol_evm.model.scaffold00435.3	1596	2066	1225	1395	3689	881	3115	1542	1623	1079	1621
Hol_evm.model.scaffold00435.4	900	4	0	1	6	4	0	1	19	31	11
Hol_evm.model.scaffold00435.5	684	413	217	143	342	224	0	407	296	268	475
Hol_evm.model.scaffold00435.6	355	61	12	4	7	3	0	1	3	0	2
Hol_evm.model.scaffold00436.1	4821	428	175	561	1906	171	1	1067	537	1022	754
Hol_evm.model.scaffold00436.2	696	7	143	4	7	2732	0	87	26	43	5
Hol_evm.model.scaffold00436.3	1314	1001	294	1386	916	420	0	561	791	2599	689
Hol_evm.model.scaffold00436.4	1383	849	27	910	695	300	0	241	150	772	1739
Hol_evm.model.scaffold00436.5	594	453	222	388	381	306	0	223	261	804	852
Hol_evm.model.scaffold00436.6	1758	351	239	1004	838	100	957	487	249	215	570
Hol_evm.model.scaffold00436.7	1782	19	18	30	345	74	0	113	1503	858	18
Hol_evm.model.scaffold00436.8	663	33	29	0	0	37	0	7	8	173	24
Hol_evm.model.scaffold00438.1	936	8	15	33	30	13	0	16	136	88	20
Hol_evm.model.scaffold00440.1	1002	36	32	56	4	11	0	16	243	28	306
Hol_evm.model.scaffold00440.2	1338	0	3	0	4	3	0	0	11	28	25
Hol_evm.model.scaffold00440.3	426	1	2	0	0	5	0	1	10	5	8
Hol_evm.model.scaffold00443.1	207	47	44	48	150	14	0	39	99	15	100
Hol_evm.model.scaffold00443.2	243	87	102	70	246	73	67	194	346	62	344
Hol_evm.model.scaffold00443.3	540	27	65	27	58	31	0	76	49	57	210
Hol_evm.model.scaffold00445.1	341	0	1	0	0	2	0	1	1	2	0
Hol_evm.model.scaffold00445.2	1376	0	8	2	6	3	0	3	7	10	1
Hol_evm.model.scaffold00446.1	1035	0	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold00447.1	2973	1182	747	1501	606	519	0	510	961	1071	3451
Hol_evm.model.scaffold00447.2	906	68	10	56	1	2	0	28	3	5	192
Hol_evm.model.scaffold00449.1	844	28	3	0	1	7	0	6	9	0	204
Hol_evm.model.scaffold00452.1	303	0	0	0	0	0	0	0	2	0	0
Hol_evm.model.scaffold00452.2	297	0	5	0	0	2	0	1	4	0	0
Hol_evm.model.scaffold00452.3	1065	69	427	345	332	78	0	322	6	2	49
Hol_evm.model.scaffold00461.1	8909	2004	1141	2106	1389	2452	17173	1811	929	1490	6205
Hol_evm.model.scaffold00461.2	558	2270	919	868	1715	400	0	794	715	1259	999
Hol_evm.model.scaffold00463.1	1512	636	298	1214	1184	264	0	745	691	488	919
Hol_evm.model.scaffold00463.2	1167	28	9	12	2	4	0	5	8	3	1
Hol_evm.model.scaffold00463.3	1617	3063	747	2496	1693	249	606	1993	88	261	2338
Hol_evm.model.scaffold00463.4	3288	233	50	33	55	6	0	148	18	55	358
Hol_evm.model.scaffold00463.5	1863	396	201	279	357	121	0	153	15	278	799
Hol_evm.model.scaffold00463.6	1770	802	291	706	460	122	130	419	280	83	702
Hol_evm.model.scaffold00463.7	318	17	0	6	0	6	0	2	5	10	4
Hol_evm.model.scaffold00463.8	1686	204	4	176	437	18	0	107	320	21	493
Hol_evm.model.scaffold00463.9	501	7	1	0	76	22	0	14	12	3	58
Hol_evm.model.scaffold00466.1	3617	8	7	6	17	14	0	9	29	64	6
Hol_evm.model.scaffold00468.1	351	2	0	0	8	3	0	13	24	21	1
Hol_evm.model.scaffold00469.1	2025	27	21	84	14	9	0	1	96	11	328
Hol_evm.model.scaffold00473.1	879	116	46	129	164	65	0	9	224	29	1843
Hol_evm.model.scaffold00476.1	378	6	1	0	0	9	0	8	3	0	3
Hol_evm.model.scaffold00476.2	462	416	68	551	745	21	0	136	5	123	80
Hol_evm.model.scaffold00478.1	2423	3	38	2	19	1119	0	29	21	61	6
Hol_evm.model.scaffold00479.1	789	4	2	2	8	17	0	5	30	17	4
Hol_evm.model.scaffold00481.1	261	9	6	5	13	16	0	3	48	99	10
Hol_evm.model.scaffold00481.2	1350	31	17	24	45	74	0	17	198	222	34
Hol_evm.model.scaffold00483.1	1310	95	30	243	279	101	0	91	23	118	320
Hol_evm.model.scaffold00485.1	178	0	1	8	3	32	0	2	4	6	0
Hol_evm.model.scaffold00486.1	1079	3	0	0	11	4	0	0	53	14	0
Hol_evm.model.scaffold00486.2	1098	0	0	0	5	2	0	0	38	20	0
Hol_evm.model.scaffold00486.3	936	2	0	4	27	12	0	0	206	128	0
Hol_evm.model.scaffold00486.4	1422	6	0	2	15	1	0	0	122	92	0
Hol_evm.model.scaffold00486.5	3045	3	0	0	20	12	0	0	102	116	0
Hol_evm.model.scaffold00486.6	945	2	0	0	3	3	0	0	35	12	0
Hol_evm.model.scaffold00486.7	585	8	0	2	9	9	0	1	132	55	0
Hol_evm.model.scaffold00486.8	1143	2	0	0	8	1	0	1	23	21	0
Hol_evm.model.scaffold00486.9	303	2	0	0	1	0	0	0	8	10	0
Hol_evm.model.scaffold00486.10	210	7	0	1	3	1	0	0	8	3	1
Hol_evm.model.scaffold00491.1	639	306	163	168	73	69	0	202	373	66	1079
Hol_evm.model.scaffold00492.1	1494	1866	714	1502	375	973	0	899	1082	1413	8271
Hol_evm.model.scaffold00493.1	267	0	1	0	2	2	0	0	0	2	16
Hol_evm.model.scaffold00494.1	976	7	1	0	4	6	12	11	12	12	10
Hol_evm.model.scaffold00498.1	2951	67	46	43	19	35	1	497	218	14	516
Hol_evm.model.scaffold00500.1	717	2226	1708	2522	4734	604	703	1252	1800	2981	2320
Hol_evm.model.scaffold00506.1	374	21	18	20	18	42	0	76	4	6	34
Hol_evm.model.scaffold00507.1	573	707	314	544	438	280	0	321	1713	938	739
Hol_evm.model.scaffold00507.2	3594	179	194	287	42	95	6	242	101	560	851
Hol_evm.model.scaffold00509.1	561	2	1	0	3	7	0	1	12	10	1
Hol_evm.model.scaffold00510.1	510	9	7	4	12	3	0	7	9	21	11
Hol_evm.model.scaffold00510.2	213	3	0	8	6	2	0	0	12	29	6
Hol_evm.model.scaffold00510.3	423	9	2	1	13	14	0	1	14	21	9
Hol_evm.model.scaffold00510.4	3147	912	839	939	2084	234	122	808	591	473	1551
Hol_evm.model.scaffold00510.5	657	495	326	369	775	182	0	694	981	822	1067
Hol_evm.model.scaffold00510.6	1719	226	186	310	1984	117	0	400	1004	693	649
Hol_evm.model.scaffold00510.7	1128	281	98	176	848	77	0	137	118	306	1551
Hol_evm.model.scaffold00510.8	3252	942	173	2335	2789	354	0	688	669	663	842
Hol_evm.model.scaffold00510.9	2139	982	224	992	773	246	0	323	430	2124	1464
Hol_evm.model.scaffold00510.10	1983	45	48	70	7	45	0	152	13	17	23
Hol_evm.model.scaffold00510.11	432	0	14	3	13	6	0	2	0	2	6
Hol_evm.model.scaffold00513.1	1449	311	217	78	30	55	0	285	25	117	351
